"","SampleName","lake","lakename","campaign","location","duplicate","pCH4.meas","iso.CH4.meas","pCH4.head","iso.CH4.head","pCO2.meas","iso.CO2.meas","pCO2.head","iso.CO2.head","ID","ID.rep","Sample.type","temp.in","temp.sam","atm","vol.tot","vol.head","sal","pCO2.insitu","pCO2.insitu.error","pCH4.insitu","pCH4.insitu.error","conc.CO2.insitu","conc.CO2.insitu.error","conc.CH4.insitu","conc.CH4.insitu.error","sat.CO2.insitu","sat.CH4.insitu","iso.CO2.insitu","iso.CO2.insitu.error","iso.CH4.insitu","iso.CH4.insitu.error"
"32","SRO-1-2-A","SRO","SAN ROQUE","1","2","A",16.4834044049382,-21.7568763890412,2.27030434634975,-47.6643308999015,1006.13512251608,-13.3861323765258,457.588214301404,-8.06797189368399,"SRO-1-2-A","SRO-1-2-A","gleon",20,20,101.325,0.14,0.035,0,1200.23246412044,67.7938131059983,142.931740446265,12.9179495072991,47.00377789285,2.65495679295671,0.222626874058097,0.0201206723508102,262.295318500024,6295.70835628598,-15.2015577211449,0.359213043496236,-17.7658366066661,0.671638911914864
"33","SRO-1-3-A","SRO","SAN ROQUE","1","3","A",15.6059419916166,-19.6213528282384,2.27030434634975,-47.6643308999015,1011.88136483938,-13.2851211367772,457.588214301404,-8.06797189368399,"SRO-1-3-A","SRO-1-3-A","gleon",20,20,101.325,0.14,0.035,0,1208.01195162745,68.7580061271723,134.247841601345,12.3309841445796,47.3084399594335,2.69271674027351,0.209101052232621,0.0192064299056078,263.99542511638,5913.20902931766,-15.0823875601217,0.357500014225276,-15.0722004913841,0.705233435837455
"34","SRO-1-4-A","SRO","SAN ROQUE","1","4","A",23.1094285821753,-19.6969618999897,2.27030434634975,-47.6643308999015,1296.84944299227,-13.9990423643918,457.588214301404,-8.06797189368399,"SRO-1-4-A","SRO-1-4-A","gleon",20,20,101.325,0.14,0.035,0,1593.81287667687,87.6009301181032,208.506883980117,18.2012023510042,62.4172639031089,3.43064763332815,0.324765063765098,0.0283497337320001,348.307239317807,9184.09394385202,-15.6995692059937,0.346993116172411,-16.6577710486738,0.604984009375642
"35","SRO-1-5-A","SRO","SAN ROQUE","1","5","A",21.3836287124072,-20.0683555917835,2.27030434634975,-47.6643308999015,1354.48480784175,-13.671633002299,457.588214301404,-8.06797189368399,"SRO-1-5-A","SRO-1-5-A","gleon",20,20,101.325,0.14,0.035,0,1671.84188686854,90.7711430961393,191.427324482051,16.9664912751516,65.4730538220525,3.5548002380503,0.298162372652041,0.0264265789007236,365.359472691168,8431.79130541826,-15.3123298594869,0.342340261474242,-16.8266316050166,0.612015314966442
"36","SRO-1-6-A","SRO","SAN ROQUE","1","6","A",19.2116476589124,-19.9048254495464,2.27030434634975,-47.6643308999015,1180.12558585773,-13.7700563609072,457.588214301404,-8.06797189368399,"SRO-1-6-A","SRO-1-6-A","gleon",20,20,101.325,0.14,0.035,0,1435.78755556114,80.650171526016,169.932086081771,15.0419133227862,56.2286401846085,3.15844043779232,0.264681931448102,0.0234289048216249,313.772844379995,7484.99144420844,-15.511075807623,0.35380460676317,-16.2753513637799,0.640663123915959
"37","SRO-2-1-A","SRO","SAN ROQUE","2","1","A",21.8622361971753,-31.0961467966392,1.91588132086034,-53.0346608118519,620.338365999897,-13.1645179298454,445.645637346564,-6.9984190723916,"SRO-2-1-A","SRO-2-1-A","gleon",20,20,101.325,0.14,0.035,0,682.151483021337,41.4596548212017,199.317075310601,17.5068424729364,26.7145721814068,1.62365247148859,0.310451249556312,0.0272682162982729,153.070382800774,10403.414509052,-15.6878797796641,0.394335954448585,-28.8900484083784,0.568498784528627
"38","SRO-2-2-A","SRO","SAN ROQUE","2","2","A",25.0873465852917,-35.1631063341041,1.91588132086034,-53.0346608118519,290.295581011458,-11.0645684513271,445.645637346564,-6.9984190723916,"SRO-2-2-A","SRO-2-2-A","gleon",20,20,101.325,0.14,0.035,0,235.326657659272,19.5560915690217,231.234718675047,19.9919989852504,9.21591631583565,0.765860124635234,0.36016536587045,0.0311390334040758,52.8057806333389,12069.3654746428,-14.8871993523245,0.572122202696092,-33.5157532388288,0.549922505100424
"39","SRO-2-3-A","SRO","SAN ROQUE","2","3","A",40.903930561933,-34.9855621112371,1.91588132086034,-53.0346608118519,300.599961854691,-12.3076322053423,445.645637346564,-6.9984190723916,"SRO-2-3-A","SRO-2-3-A","gleon",20,20,101.325,0.14,0.035,0,249.277131295298,20.3199015159634,387.765201622357,32.223131486603,9.76224795065637,0.795772624231476,0.603973298276232,0.0501899369085372,55.9361767299077,20239.5209661645,-16.7641155345675,0.581832944834139,-33.8621851299486,0.534671826075433
"40","SRO-2-4-A","SRO","SAN ROQUE","2","4","A",35.990196845943,-34.3812827781192,1.91588132086034,-53.0346608118519,289.919658456321,-11.6907101074518,445.645637346564,-6.9984190723916,"SRO-2-4-A","SRO-2-4-A","gleon",20,20,101.325,0.14,0.035,0,234.81771900741,19.7189917531293,339.135920307611,28.8603907283357,9.1959851441099,0.772239658851641,0.528229556172541,0.0449522167146643,52.6915780900599,17701.3010469417,-15.9397184351922,0.595477525623859,-33.1137712668342,0.5338252624566
"41","SRO-2-5-A","SRO","SAN ROQUE","2","5","A",25.7997201855751,-33.3540903072435,1.91588132086034,-53.0346608118519,216.19069902456,-9.7341311261886,445.645637346564,-6.9984190723916,"SRO-2-5-A","SRO-2-5-A","gleon",20,20,101.325,0.14,0.035,0,135.0005712901,14.5768424320072,238.284798759088,20.5639940402255,5.28692320697881,0.570861632671506,0.371146392800289,0.0320299584754994,30.293255442578,12437.3465185247,-14.0275680752272,0.775980014812707,-31.6163120460108,0.549120283637378
"42","SRO-2-6-A","SRO","SAN ROQUE","2","6","A",7.134735289301,-22.1781682128069,1.91588132086034,-53.0346608118519,890.032791265792,-13.4879989560198,445.645637346564,-6.9984190723916,"SRO-2-6-A","SRO-2-6-A","gleon",20,20,101.325,0.14,0.035,0,1047.27433966787,60.0192904962804,53.564817230027,5.67958590732888,41.0135968874194,2.35048916281481,0.0834312083668874,0.00884637976523072,235.001591377285,2795.83169619157,-15.5631272639298,0.368725255620941,-12.0293359658468,1.27597078086575
"43","SRO-3-1-A","SRO","SAN ROQUE","3","1","A",33.2603335726166,-30.8944521272021,1.98635044795197,-52.4009706724975,150.713844466943,-10.1327479073865,427.800572595418,-7.39550397767439,"SRO-3-1-A","SRO-3-1-A","gleon",20,20,101.325,0.14,0.035,0,52.6697273309505,10.2433623531219,311.492605997154,26.022902690714,2.06266389149473,0.401152896055817,0.485173026990654,0.0405326169111452,12.3117477406374,15681.6540766167,-19.0975750668602,2.26138332944578,-29.3443321196664,0.535094841663821
"44","SRO-3-2-A","SRO","SAN ROQUE","3","2","A",16.1331432955258,-26.5296091762474,1.98635044795197,-52.4009706724975,146.052614763711,-8.82641903245155,427.800572595418,-7.39550397767439,"SRO-3-2-A","SRO-3-2-A","gleon",20,20,101.325,0.14,0.035,0,46.359172327629,9.83012624016439,141.991570276495,12.825948157105,1.81552849512457,0.384969649017092,0.22116248871356,0.0199773733681007,10.8366316684368,7148.36450047852,-14.5966613268398,1.89283156874348,-22.9797498336126,0.62821710281183
"45","SRO-3-3-A","SRO","SAN ROQUE","3","3","A",12.2932341176256,-22.3373494011281,1.98635044795197,-52.4009706724975,137.445144670985,-8.84067783578277,427.800572595418,-7.39550397767439,"SRO-3-3-A","SRO-3-3-A","gleon",20,20,101.325,0.14,0.035,0,34.7060428064784,9.39640899877067,103.989506178571,9.78384543002785,1.35916597524374,0.36798431534866,0.161971432119263,0.0152390708848436,8.11266861938046,5235.20440644245,-16.2418936351516,23.8033529990268,-16.8983958545353,0.766484582899227
