"","SampleName","lake","lakename","campaign","location","duplicate","pCH4.meas","iso.CH4.meas","pCH4.head","iso.CH4.head","pCO2.meas","iso.CO2.meas","pCO2.head","iso.CO2.head","ID","ID.rep","Sample.type","temp.in","temp.sam","atm","vol.tot","vol.head","sal","pCO2.insitu","pCO2.insitu.error","pCH4.insitu","pCH4.insitu.error","conc.CO2.insitu","conc.CO2.insitu.error","conc.CH4.insitu","conc.CH4.insitu.error","sat.CO2.insitu","sat.CH4.insitu","iso.CO2.insitu","iso.CO2.insitu.error","iso.CH4.insitu","iso.CH4.insitu.error"
"1","BLU-1-1-A","BLU","BREITER LUZIN","1","1","A",29.4866469702124,-50.0508123466685,2.1021626441434,-52.77087898189,462.288569339275,-8.33296211371763,435.512055827723,-7.96635303017197,"BLU-1-1-A","BLU-1-1-A","gleon",20,20,101.325,0.14,0.035,0,471.763146649246,31.1811169521449,273.115585210807,23.3740650042703,18.4752960997296,1.22112202384365,0.425397947315197,0.0364068541366974,108.323785837025,12992.1243711424,-9.55071478425319,0.420040223441169,-49.5345505965225,0.532251210499629
"2","BLU-1-2-A","BLU","BREITER LUZIN","1","2","A",27.1569302862462,-49.9258254973898,2.1021626441434,-52.77087898189,421.983349477693,-8.15744255647795,435.512055827723,-7.96635303017197,"BLU-1-2-A","BLU-1-2-A","gleon",20,20,101.325,0.14,0.035,0,417.196364265374,29.1342262344062,250.059299592483,21.321823381193,16.3383393049652,1.14096122204595,0.389486058335382,0.0332103343438849,95.7944467168563,11895.33551503,-9.32602592261472,0.427388918082061,-49.3830419502403,0.540637337724868
"3","BLU-1-3-A","BLU","BREITER LUZIN","1","3","A",3.08164729471084,-53.7467261593349,2.1021626441434,-52.77087898189,346.115656839852,-12.6976192962069,435.512055827723,-7.96635303017197,"BLU-1-3-A","BLU-1-3-A","gleon",20,20,101.325,0.14,0.035,0,314.483715919756,23.5143740061502,11.7957352650853,2.43493246905651,12.3158831108963,0.920875285509344,0.0183727397503429,0.00379258940271849,72.2101057161452,561.123816843956,-16.1140025162434,0.49831442495544,-54.9639295658653,1.40807436388957
"4","BLU-1-4-A","BLU","BREITER LUZIN","1","4","A",16.2992980197876,-51.9456297581813,2.1021626441434,-52.77087898189,346.022948506269,-12.3106970281762,435.512055827723,-7.96635303017197,"BLU-1-4-A","BLU-1-4-A","gleon",20,20,101.325,0.14,0.035,0,314.358203753313,23.7994971985381,142.605602584138,12.8499093056805,12.3109677747671,0.932041345091743,0.222118889949525,0.0200146946488012,72.1812862690682,6783.75686017617,-15.5383331546126,0.494697209951577,-51.5074018770405,0.566233106894505
"5","BLU-1-5-B","BLU","BREITER LUZIN","1","5","B",11.7917026967931,-53.3493431425271,2.1021626441434,-52.77087898189,395.118729150049,-7.28006877330886,435.512055827723,-7.96635303017197,"BLU-1-5-B","BLU-1-5-B","gleon",20,20,101.325,0.14,0.035,0,380.825990991684,26.6720234444611,97.9957124914748,9.27418893756981,14.9139944398316,1.04453587401926,0.152635650240857,0.0144452427861645,87.4432718671579,4661.66177790714,-8.10036393081861,0.444814720223348,-53.129740836485,0.591523575123206
"6","BLU-2-1-A","BLU","BREITER LUZIN","2","1","A",20.17311182,-52.3703092732268,2.04885618596955,-51.637094287854,376.795653992628,-7.81487739804124,397.430882933564,-7.67650406749728,"BLU-2-1-A","BLU-2-1-A","gleon",20,20,101.325,0.14,0.035,0,369.494103257672,25.5780689000109,181.417453832914,15.7047283525226,14.4702124641903,1.00169417629041,0.282571250586462,0.0244612887951792,92.9706570688009,8854.57237434477,-8.96554121220018,0.432104268226521,-52.1139788280884,0.557515920741777
"7","BLU-2-2-A","BLU","BREITER LUZIN","2","2","A",26.6815025965182,-52.5485583313886,2.04885618596955,-51.637094287854,377.877106992228,-7.97186504891918,397.430882933564,-7.67650406749728,"BLU-2-2-A","BLU-2-2-A","gleon",20,20,101.325,0.14,0.035,0,370.958216608007,25.4883373139746,245.828426073364,21.0041339053787,14.5275504056195,0.998180087423367,0.382896156448259,0.0327155092287575,93.3390515276131,11998.3251024051,-9.18183347014686,0.428643850924673,-52.2861422269185,0.541640435083991
"8","BLU-2-3-A","BLU","BREITER LUZIN","2","3","A",26.078889973399,-52.9049560461347,2.04885618596955,-51.637094287854,411.099122539223,-5.89012950857462,397.430882933564,-7.67650406749728,"BLU-2-3-A","BLU-2-3-A","gleon",20,20,101.325,0.14,0.035,0,415.935480072446,27.4899652687843,239.864607016968,20.3851521831591,16.2889602702159,1.07656829856123,0.373607062298644,0.0317513989094778,104.656054155201,11707.2446889902,-6.38416143192409,0.425883637914676,-52.6713037818146,0.534624974786381
"9","BLU-2-4-A","BLU","BREITER LUZIN","2","4","A",16.6672155266166,-51.0171947379223,2.04885618596955,-51.637094287854,360.938974970674,-7.32743734972487,397.430882933564,-7.67650406749728,"BLU-2-4-A","BLU-2-4-A","gleon",20,20,101.325,0.14,0.035,0,348.026711279824,24.7052919203984,146.720983294335,13.1057888923751,13.6295015564038,0.967514284872654,0.228528903150298,0.0204132462395341,87.5691160965972,7161.11673913824,-8.28439053203372,0.437317705910301,-50.6101815904976,0.560846538014954
"10","BLU-2-5-A","BLU","BREITER LUZIN","2","5","A",22.7386912826166,-52.6802082431606,2.04885618596955,-51.637094287854,344.066983530207,-7.42589267331813,397.430882933564,-7.67650406749728,"BLU-2-5-A","BLU-2-5-A","gleon",20,20,101.325,0.14,0.035,0,325.184749656089,23.5237156401116,206.807980189058,18.0118290102018,12.7349594381935,0.921241124712166,0.322118894067954,0.0280547705925242,81.821711301295,10093.8260872221,-8.41551543759491,0.452272891012623,-52.4421473421343,0.541231767954028
